id,scientific_name,most_common_name,source,status,reason,short_description,facts_text,final_text,url_used
274,Lepomis miniatus,lepomis miniatus,fishbase,OK,,,"max length: 16
environment: milieu / climate zone / depth range / distribution range
depth: USA
body: 3","max length: 16
environment: milieu / climate zone / depth range / distribution range
depth: USA
body: 3",https://fishbase.se/summary/Lepomis-miniatus
275,Enteromius macinensis,enteromius macinensis,fishbase,OK,,"Dorsal spines (total): 0; Dorsal soft rays (total): 11; Anal spines : 0; Anal soft rays : 8. Diagnosis: last simple dorsal-fin ray smooth on hind margin; head pointed; bones of suborbital series narrow; scale formula 3.5-4.5/24-28/3.5-4.5; 2.5 scales between lateral line and pelvic-fin base; 12 scales around caudal peduncle; 8 branched dorsal fin rays; two unequal pairs of barbels; anterior barbel not extending beyond centre of eye/reaching to, or extending beyond, posterior half of eye; posterior barbel extending beyond hind margin of eye; lateral line complete and weakly depressed below dorsal fin; maximum reported size 50 mm SL; 3 spots on sides, first 2 irregular in shape, often connected by thin black line; back marked with longitudinal stripes . Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 5
environment: milieu / climate zone / depth range / distribution range
depth: widespread in the Sudanian region including the basins of the Chad, Niger, Senegal, Volta, Comoé (
body: fusiform / normal","Dorsal spines (total): 0; Dorsal soft rays (total): 11; Anal spines : 0; Anal soft rays : 8. Diagnosis: last simple dorsal-fin ray smooth on hind margin; head pointed; bones of suborbital series narrow; scale formula 3.5-4.5/24-28/3.5-4.5; 2.5 scales between lateral line and pelvic-fin base; 12 scales around caudal peduncle; 8 branched dorsal fin rays; two unequal pairs of barbels; anterior barbel not extending beyond centre of eye/reaching to, or extending beyond, posterior half of eye; posterior barbel extending beyond hind margin of eye; lateral line complete and weakly depressed below dorsal fin; maximum reported size 50 mm SL; 3 spots on sides, first 2 irregular in shape, often connected by thin black line; back marked with longitudinal stripes . Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Enteromius-macinensis
276,Lepomis marginatus,lepomis marginatus,fishbase,OK,,,"max length: 12
environment: milieu / climate zone / depth range / distribution range
depth: Tar River in North Carolina to Brazos River in Texas in the USA","max length: 12
environment: milieu / climate zone / depth range / distribution range
depth: Tar River in North Carolina to Brazos River in Texas in the USA",https://fishbase.se/summary/Lepomis-marginatus
277,Lepisosteus platostomus,lepisosteus platostomus,fishbase,OK,,Body shape ( shape guide ): elongated,"max length: 88
environment: milieu / climate zone / depth range / distribution range
depth: USA in Mississippi River basin from south central Ohio, north Indiana, and Wisconsin to Montana and south to north Alabama and Louisiana
body: elongated",Body shape ( shape guide ): elongated,https://fishbase.se/summary/Lepisosteus-platostomus
278,Notropis anogenus,notropis anogenus,fishbase,OK,,,"max length: 5
environment: milieu / climate zone / depth range / distribution range
depth: Lake Ontario drainage of Ontario in Canada and New York to North Dakota and central Illinois (where now extirpated) in the USA
body: 2","max length: 5
environment: milieu / climate zone / depth range / distribution range
depth: Lake Ontario drainage of Ontario in Canada and New York to North Dakota and central Illinois (where now extirpated) in the USA
body: 2",https://fishbase.se/summary/Notropis-anogenus
279,Morone americana,morone americana,fishbase,OK,,Body shape ( shape guide ): elongated,"max length: 58
environment: milieu / climate zone / depth range / distribution range
depth: Atlantic Slope drainages from St
body: elongated",Body shape ( shape guide ): elongated,https://fishbase.se/summary/Morone-americana
280,Osmerus mordax,osmerus mordax,fishbase,OK,,"Dorsal spines (total): 0; Dorsal soft rays (total): 8; Anal spines : 0; Anal soft rays : 12 - 16; Vertebrae : 58 - 70. Body elongate, laterally compressed, greatest depth at anterior of dorsal fin origin. Head moderate; eye moderately large; snout elongate, pointed. Mouth large; lower jaw protruding, maxillary extending to middle of eye or beyond, well toothed on vomer, palatine, pterygoid, basibranchial, dentary, maxillary, and tongue. Teeth specially enlarged on tongue and front of vomer. Body color is pale green on back, with purple, blue, and pink iridescent reflections on the side when freshly caught. Body shape ( shape guide ): elongated; Cross section: compressed","max length: 35
environment: milieu / climate zone / depth range / distribution range
depth: Atlantic drainages from Lake Melville in Newfoundland and Labrador, Canada to Delaware River in Pennsylvania, USA and west through Great lakes
body: elongated","Dorsal spines (total): 0; Dorsal soft rays (total): 8; Anal spines : 0; Anal soft rays : 12 - 16; Vertebrae : 58 - 70. Body elongate, laterally compressed, greatest depth at anterior of dorsal fin origin. Head moderate; eye moderately large; snout elongate, pointed. Mouth large; lower jaw protruding, maxillary extending to middle of eye or beyond, well toothed on vomer, palatine, pterygoid, basibranchial, dentary, maxillary, and tongue. Teeth specially enlarged on tongue and front of vomer. Body color is pale green on back, with purple, blue, and pink iridescent reflections on the side when freshly caught. Body shape ( shape guide ): elongated; Cross section: compressed",https://fishbase.se/summary/Osmerus-mordax
281,Alosa pseudoharengus,alosa pseudoharengus,fishbase,OK,,"Dorsal spines (total): 0; Anal spines : 0. Moderately compressed, belly with a distinct keel of scutes. Lower jaw rising steeply within mouth; minute teeth present at front of jaws (disappearing with age). Lower gill rakers increasing with age. A dark spot on shoulder. Distinguished from A. aestivalis by its silvery peritoneum; eye larger than snout length; back greyish green on capture. Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 40
environment: milieu / climate zone / depth range / distribution range
depth: Atlantic coast from Red Bay, Labrador in Canada to South Carolina in USA
body: fusiform / normal","Dorsal spines (total): 0; Anal spines : 0. Moderately compressed, belly with a distinct keel of scutes. Lower jaw rising steeply within mouth; minute teeth present at front of jaws (disappearing with age). Lower gill rakers increasing with age. A dark spot on shoulder. Distinguished from A. aestivalis by its silvery peritoneum; eye larger than snout length; back greyish green on capture. Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Alosa-pseudoharengus
282,Lythrurus ardens,lythrurus ardens,fishbase,OK,,Body shape ( shape guide ): fusiform / normal,"max length: 9
environment: milieu / climate zone / depth range / distribution range
depth: Atlantic Slope from York River drainage (where introduced) in Virginia to Roanoke River drainage in North Carolina, USA
body: fusiform / normal",Body shape ( shape guide ): fusiform / normal,https://fishbase.se/summary/Lythrurus-ardens
283,Notropis micropteryx,notropis micropteryx,fishbase,OK,,,"environment: milieu / climate zone / depth range / distribution range
depth: USA
body: 2","environment: milieu / climate zone / depth range / distribution range
depth: USA
body: 2",https://fishbase.se/summary/Notropis-micropteryx
284,Noturus nocturnus,noturus nocturnus,fishbase,OK,,,"max length: 15
environment: milieu / climate zone / depth range / distribution range
depth: Mississippi River basin from northern Illinois to Louisiana, and from eastern Kentucky to central Kansas and Oklahoma in the USA
body: 3","max length: 15
environment: milieu / climate zone / depth range / distribution range
depth: Mississippi River basin from northern Illinois to Louisiana, and from eastern Kentucky to central Kansas and Oklahoma in the USA
body: 3",https://fishbase.se/summary/Noturus-nocturnus
285,Gobiocichla wonderi,gobiocichla wonderi,fishbase,OK,,"Dorsal spines (total): 22 - 24; Dorsal soft rays (total): 8 - 10; Anal spines : 2 - 4; Anal soft rays : 8 - 10; Vertebrae : 33 - 35. Diagnosis: upper jaw moderately protrusible; groove between upper jaw and snout ""normal"" for Cichlidae, continuous around snout and moderately deep; snout tip not visible from below; body vertically oval in cross-section; squamation relatively only slightly reduced; Tilapia mark on soft dorsal present in juveniles and adults . Body shape ( shape guide ): elongated; Cross section: oval","max length: 6
environment: milieu / climate zone / depth range / distribution range
depth: rapids in the middle and upper Niger (
body: elongated","Dorsal spines (total): 22 - 24; Dorsal soft rays (total): 8 - 10; Anal spines : 2 - 4; Anal soft rays : 8 - 10; Vertebrae : 33 - 35. Diagnosis: upper jaw moderately protrusible; groove between upper jaw and snout ""normal"" for Cichlidae, continuous around snout and moderately deep; snout tip not visible from below; body vertically oval in cross-section; squamation relatively only slightly reduced; Tilapia mark on soft dorsal present in juveniles and adults . Body shape ( shape guide ): elongated; Cross section: oval",https://fishbase.se/summary/Gobiocichla-wonderi
